ID,Name,Description,Class
654,全新生活?綠咖啡豆熱鉻配方膠囊食品,市面上有許多有助於維持窈窕的產品。全新生活?系列產品有益健康維持，專利成分綠咖啡豆萃取物(Svetol?)有助於窈窕。全新生活?綠咖啡豆熱鉻配方膠囊食品是一個獨特配方，有助於維持窈窕目標。,0
655,全新生活?非洲芒果輕孅茶飲,您是否在尋求一個既簡單又便利的方法來達成健康管理目標？全新生活?非洲芒果輕孅茶飲可幫助您達到您的健康窈窕目標。全新生活?非洲芒果輕孅茶飲是一款無麩質的茶飲，有助於達到健康和窈窕的目標，迎向全新的生活。全新生活?非洲芒果輕孅茶飲含非洲芒果種子萃取物(WellTrim?iG)以及紅茶萃取物，提供您達到健康管理目標的新方法。WellTrim?iG是一種非洲芒果種子萃取物，獲得專利許可與美國食藥署GRAS認證。,0
656,全新生活?纖盈錠狀食品,全新生活?纖盈錠狀食品中主要含有植物性的成分白腎豆萃取物及LeptiCore?專利配方成分、苦瓜萃取物、以及維生素A(來自β-胡蘿蔔素)、礦物質、鈣及鉻，配合運動，將有助維持健康窈窕。讓全新生活?纖盈錠狀食品幫您達到窈窕目標，找回健康！,0
657,全新生活?舒衡配方錠狀食品含南非醉茄根葉萃取物,全新生活?舒衡配方錠狀食品含南非醉茄根葉萃取物包含:刺五加根萃取物、人參萃取物、南非醉茄根葉萃取物(Sensoril?)、西蕃蓮花萃取物、紅景天根萃取物、及五味子果實萃取物，還有維生素及礦物質，有助調節生理機能，面對生活的每一個挑戰,0
658,愛尚它?強鈣配方粉末,鈣是一種不可或缺的元素。愛尚它?強鈣配方粉末透過等滲壓溶液，提供適量的鈣、維生素D3、維生素B2、錳、鎂及維生素C。愛尚它?先進營養補充品是以等滲透溶液方式傳輸。愛尚它產品營養價值不易流失，有效率的獲得營養素。愛尚它?強鈣配方粉末天然的檸檬萊姆口味，也較一般口嚼型的鈣片美味可口。,0
659,愛尚它?複方維生素B粉末,愛尚它?複方維生素B粉末能為人體提供適量的維生素B12、維生素B2）、維生素B6、葉酸、菸鹼素、維生素B5、維生素B1及生物素。愛尚它?獨特的傳送系統能讓人體最有效地吸收每次份量中營養。,0
660,愛尚它?益生消化酵素粉末,我們吃進的食物，需仰賴各種的消化酵素來分解。愛尚它?益生消化酵素粉末幫助提供某些酵素（澱粉酵素、蛋白酵素、纖維素酵素、乳糖酵素、脂肪酵素及蔗糖酵素）和有益的細菌(Bacilluscoagulans)，使身體能夠吸收食物的營養。本品易於飲用，味道可口，能夠輔助和增加所需的消化酵素。愛尚它?益生消化酵素粉末以等滲透的方式提供酵素及營養素，傳輸快、效率佳，幫助消化，改變細菌叢生態，幫助維持消化道機能。,0
661,愛尚它?孕婦綜合維生素粉末,愛尚它?孕婦綜合維生素粉末以等滲透輸送系統提供懷孕婦女許多關鍵維生素和礦物質等營養素。可口檸檬萊姆口味的愛尚它?孕婦綜合維生素粉末，能維持母親和胎兒的健康。尤其對於不喜歡或無法接受膠囊錠劑型式的綜合維生素的懷孕婦女，愛尚它?孕婦綜合維生素粉末提供一種新的營養補充的方式。愛尚它?膳食營養補充品是以等滲透溶液方式傳輸。愛尚它?產品讓營養價值不易流失，有效率的獲得營養素。,0
662,易善?魚油維生素E膠囊食品,易善?魚油維生素E膠囊食品內含EPA（二十碳五烯酸）和DHA（二十二碳六烯酸）、Omega-3脂肪酸及維生素E，能幫助維持健康。,0
663,愛尚它?巴西莓配方粉末,愛尚它?巴西莓配方粉末是等滲透營養補充食品，以巴西莓萃取物、瓜拿納萃取物、馬黛茶萃取物、山竹萃取物、綠茶萃取物及胺基酸混合製成。愛尚它?巴西莓的等滲配方可促進新陳代謝和滋補強身。繁忙勞累的時候，本品有助於保持精力充沛、充滿活力，同時提供多種營養成分。,0
664,愛尚它?輔酵素Q10粉末,愛尚它?輔酵素Q10(CoQ10)粉末含有輔酵素Q10，維生素，以及脂肪分解酵素，有助於健康維持。愛尚它?先進營養補充品是以等滲透溶液方式傳輸。愛尚它?產品營養價值不易流失，讓您有效率的獲得營養素。愛尚它益善?舒寧配方粉末食品,0
665,愛尚它益善?舒寧配方粉末食品,生活難免有時感到失衡與挫敗，特別是心情低落突然來襲時。有時候您只需要將自己暫時從忙碌的生活壓力與繁瑣的思緒中解脫出來，享受片刻安寧。愛尚它益善舒寧配方粉末食品為您的生活找回些許平靜。愛尚它益善舒寧配方粉末食品含有特殊配製的多種維生素、胺基酸與礦物質等成分，並採用便利的單包包裝。此配方含多種關鍵成分，讓您沉澱心情，幫助入睡，精神氣色自然好!,0
666,愛尚它?鳳梨酵素粉末,鳳梨酵素本品中的鳳梨酵素是存在於鳳梨莖部的綜合酵素。此種鳳梨莖酵素不同於來自果實的鳳梨果酵素。蛋白酵素蛋白酵素是蛋白水解酵素，功能為分解特定的胜?鍵或將完整的胜?分解成胺基酸。空腹食用有利於蛋白酵素吸收，幫助身體保有正常的修復功能。,0
667,蘆薈粉,蘆薈含有超過200種具生物活性的成分。UltimateAloe?蘆薈粉是先去皮後採取整葉萃取，並以專業的高科技方式TotalAloe?，將蘆薈中人體不需要的物質，如蘆薈素等容易影響消化健康的物質去除，保留並濃縮含有活性的蘆薈多醣體。ULTIMATEALOE?蘆薈粉獲得國際蘆薈科學協會(IASC)認證，證實產品的蘆薈含量及純度均達到標準。ULTIMATEALOE?蘆薈粉乃遵照衛生生產規範的指引，在特定的時間及溫度下採摘及處理蘆薈，這樣就能保存蘆薈的天然特質，讓您得到此產品帶來的健康助益。ULTIMATEALOE?蘆薈粉品質經過化學與物理特性分析，並經實驗室監測控制其生物活性。,0
668,美安常青配方?膠囊食品,美安常青配方膠囊食品是一款結合了維生素C、E、硒、山桑果萃取物、綠茶葉萃取物、朝鮮薊葉萃取物及甘草根萃取物的草本配方膠囊，可提供身體豐富的植物營養素以及重要的維生素與礦物質，幫助維持健康。,0
669,nutriclean?益生菌配方錠狀食品,菌種類別、總菌數和益生菌的保護作用是良好益生菌產品的關鍵。消化道中有400-500種不同的微生物，包括對健康有益的菌(益生菌)和對健康可能產生不良影響的細菌。消化健康要維持在良好狀態，腸道菌群的平衡相當重要。消化道中原本就存在著非常多種的細菌，因此補充益生菌時要補充許多種菌，而不只是一種，如此才能得到完整的益處。市面上許多產品的總菌數相當高，但是菌種只有一到兩種，這會使得產品所提供的支持不全面。在國際食物研究期刊中發表的一份研究中指出，提供多菌種的益生菌產品可以提供比單一菌種產品更多的益處。美安台灣的nutriclean?益生菌配方錠狀食品提供10種不同的益菌，100億個菌落形成單位(CFUs)，並且利用LiveBac?和Bio-tract?技術，幫助維持益生菌在裝瓶和消化過程中仍能保持活性。*每一種菌有其獨特的目的，而各種菌合作發揮綜合的效果，能幫助維持消化道機能與健康。,0
670,紅藻精華膠囊食品(含蝦紅素),紅藻精華膠囊食品（含蝦紅素）含有AstaReal?蝦紅素。AstaReal?蝦紅素品質良好，穩定度高，是良好的保健成分之一。AstaReal?的培育使用精準的技法，用先進的設備，在純淨、無菌的環境中製造出天然的蝦紅素。紅藻精華膠囊食品（含蝦紅素）每粒提供6毫克這種高等級的蝦紅素。紅藻精華膠囊食品（含蝦紅素）幫助維持健康。,0
671,愛尚它?紅酒酒粕、藍莓、葡萄萃取精華粉末（含白藜蘆醇）,愛尚它?紅酒酒粕、藍莓、葡萄萃取精華粉末（含白藜蘆醇）是等滲的營養補充品，由三種主要成分組成：Resveravine??（含20%白藜蘆醇萃取物）、BioVin?Advanced*（含5%白藜蘆醇萃取物）及VitaBlue??（野生藍莓萃取物）。愛尚它?紅酒酒粕、藍莓、葡萄萃取精華粉末含有白藜蘆醇，白藜蘆醇是來自於紅酒葡萄及果汁。愛尚它?先進補充品是以等滲透溶液方式傳輸。愛尚它?產品營養價值不易流失，讓您有效率的獲得營養素。,0
672,愛尚它?固可寧配方粉末,當年紀越長很多人會覺得活動力也隨之下降。要維持健康及提供良好活動力的方法之一就是攝取營養補充品。愛尚它?固可寧配方粉末含有葡萄糖胺、薑黃萃取物（Meriva複合型薑黃抽出物）及葡萄籽萃取物（95%多酚），這些成分可幫助維持活動力。愛尚它?先進營養補充品是以等滲透溶液方式傳輸。愛尚它?產品讓營養價值不易流失，有效率的獲得營養素。,0
673,愛尚它?等滲鉻配方粉末,愛尚它?等滲鉻配方粉末包含所需的營養素如維生素、礦物質、解脂酵素、綠茶萃取物與輔酵素Q10。愛尚它?等滲鉻配方粉末提供足夠的鉻與其他營養成分，能夠幫助維持健康。,0
674,愛的奇蹟?葡萄籽、松樹皮、紅酒萃取精華粉末,攝取足夠的營養素不只對成人重要，對成長中的兒童更是能提供多種幫助健康的益處。如果孩子比較挑食，有時會無法從日常飲食取得足夠的營養。這是為什麼我們特別推出了愛的奇蹟?葡萄籽、松樹皮、紅酒萃取精華粉末。如同所有的愛尚它先進營養補充品，愛的奇蹟葡萄籽、松樹皮、紅酒萃取精華粉末以等滲透溶液方式傳輸，讓營養價值不易流失，有效率的獲得營養素。愛的奇蹟?葡萄籽、松樹皮、紅酒萃取精華粉末中的維生素、生物類黃酮及其他營養成分可快速吸收，提供健康維持的益處。因為，每個孩子都是一個愛的奇蹟。,0
675,維思康?膠囊食品,為了維持良好的健康狀態及生活品質，建議可搭配健康飲食與養成好的運動習慣，並補充維思康膠囊食品。維思康膠囊食品含有維生素B群、維生素C、輔酵素Q10、大豆卵磷脂、L-苯丙胺酸、麩醯胺酸、黨參根萃取物、高麗人參根粉末、西伯利亞人參根粉末和雷公根葉萃取物等多種植物精華，有助於維持健康及思緒清晰。,0
676,愛尚它?樂齡活力配方粉末,愛尚它?樂齡活力配方粉末是專門為成人所設計而且是特別針對熟齡族所需。愛尚它?樂齡活力配方粉末含有支鏈氨基酸、葡萄籽萃取物與西洋蔘根萃取物，可以滋補強身、增強體力，是能幫助維護健康的營養補給。,0
677,男性舒護配方錠狀食品,已經有越來越多的男性使用植物性產品維護健康。男性舒護配方錠狀食品結合多種草本植物和兩種營養素，幫助維持健康。每一種成分都經過精心挑選，能夠為您的健康帶來助益。,0
678,Prime?女性呵護配方膠囊食品,越來越多的女性喜愛使用植物性產品維護健康。Prime?女性呵護配方膠囊食品結合多種草本成份與維生素，幫助維持健康。每一種成分皆經過精心挑選，支援女性的健康。女性的一生中會經歷許多或大或小的變化和挑戰。這些情況往往伴隨著內在與外在的轉變，並深深的影響到每個年齡層的女性。Prime?女性呵護配方膠囊食品有助於所有年齡族群的女性，幫助她們面對生活中的小挑戰。Prime?女性呵護配方膠囊食品可幫助年紀較輕的女性每個月能順暢、舒服好自在。Prime?女性呵護配方膠囊食品也可以幫助熟齡的女性改善生活品質，愉快自信地迎接人生另一階段的到來。對所有年齡族群的女性來說，Prime?女性呵護配方膠囊食品是最佳選擇。,0
679,(美安)OPC-3?軟糖,美安OPC-3?軟糖的配方內含山桑果萃取物、葡萄籽萃取物、紅酒萃取物、松樹皮萃取物和柑橘生物類黃酮。松樹皮萃取物、葡萄籽萃取物及紅酒萃取物是OPC（oligomericProanthocyanidins，原花青素低聚物）的來源。OPC可以有助維持健康。美安OPC-3?軟糖使用天然的香料、色素以及甜味劑，同時加入了愛尚它?葡萄籽、松樹皮、紅酒萃取精華粉末的所有好處，以可口又方便的軟糖口感，提供您另一種新選擇。美安OPC-3?軟糖可幫助維持健康。,0
680,BodyKey營養飲品─香草(安麗),均衡膳食與熱量保持安全距離忙碌上班族的健康小幫手，含適當比例的維生素、礦物質及膳食纖維，熱量低無負擔，好喝又飽足。,0
681,美型纖盈錠(安麗)Slimmetry,不該留的沒理油留下難以抵擋高油脂美食的誘惑？利用專利技術，提高綠茶多酚磷脂複合物的身體利用率。促進新陳代謝，不含咖啡因，讓不該留的，沒理油留下來，輕鬆展現好體態。,0
682,BodyKey營養飲品─咖啡(安麗),均衡膳食與熱量保持安全距離忙碌上班族的健康小幫手，含適當比例的維生素、礦物質及膳食纖維，熱量低無負擔，好喝又飽足。熱量僅約120大卡，與熱量保持距離。以大豆優質蛋白質為基底，每包含5公克膳食纖維、25種維生素及礦物質，立即補充能量。高纖，幫助排便順暢。即溶好沖泡，不含化學色素、人工香料，完美體態輕鬆擁有,0
683,天然纖體錠(安麗)CarbBloc,瓦解美食澱醣嗜吃甜食、愛吃米麵的人有福了！天然纖體錠為美食澱糖把關，讓你享受美食無負擔。,0
684,活力纖姿膠囊(安麗)PowerfitSupplement,體態有型SoEasy萃取天然紅花籽油，幫你輕鬆打造健康體態。100%來自天然紅花籽油的CLA共軛亞麻油酸，促進新陳代謝，輕鬆創造健康曲線。,0
685,植物營養纖滋棒(安麗)Nutritionbar,嘴饞又怕高熱量？以大豆、水果、堅果烘培而成的纖滋棒，高纖低卡又美味，無論正餐、點心或運動前後，都能輕鬆享用。38種植物營養成分，同時含大豆蛋白、膳食纖維及維生素A、B1、B2、C、E、鈣及鐵。零飽和脂肪、零反式脂肪、零膽固醇。每份123大卡，輕鬆享用無負擔。,0
686,水美錠(安麗)TruAquaSupplement,夜晚持續深層涵養體內涵水量充沛，就能水嫩動人。將水分及植物菁華吃進體內，從深層滋潤，打造水感美顏。,0
687,水美飲(安麗)TruAquaPowderDrink,日間保持充沛水嫩體內涵水量充沛，就能水嫩動人。將水分及植物菁華吃進體內，從深層滋潤，打造水感美顏。獨家小麥萃取菁華及蔓越莓萃取菁華複合配方，養顏美容。葡萄柚風味，好喝好心情。每日1包，提升肌膚涵水量，夜晚搭配水美錠服用，日夜接日，Q彈水嫩再加乘。,0
688,輔酵素Q10膠囊(安麗),告別力不從心繁忙與壓力，讓你常常感嘆力不從心？輔酵素Q10讓身體重返巔峰，揮灑活力。每粒含30毫克天然發酵萃取的輔酵素Q10。以米糠油包附技術提高吸收率。含14毫克α-TE的維生素E，有效維持輔酵素Q10含量。添加柑橘生物類黃酮，補充珍貴植物營養。,0
689,天然綠茶素膠囊(安麗)GreenTeaPlus,養身保健更上一層樓茶自古即是養生聖品！補充珍貴茶多酚，又能免除多餘咖啡因，更能輕鬆養生！含兒茶素與茶黃質的最佳組合。每天兩粒，相當攝取50杯綠茶或7杯紅茶的茶黃質。以油脂將茶多酚緊緊包覆，增加菁華成分穩定性。添加維生素E，抗氧化效果更上一層樓。,0
690,管花肉蓯蓉錠(安麗),再也不忘東忘西了常常走到家門口，才發現忘了帶鑰匙或手機？天然獨特的管花肉蓯蓉提供珍貴營養成分，可保持思緒清晰，不再忘東忘東。選用蓯蓉總酐含量最高的管花肉蓯蓉萃取菁華，可調節生理機能，活化思緒。以專利技術萃取，確保高純度有效成分。無添加化學色素、人工香料及防腐劑。,0
691,葡萄糖胺膠囊(安麗)Glucosamine,關鍵營養素靈活行動力爬樓梯、跑步、走路，肢體卡卡不靈活？高純度葡萄糖胺補充肢體所需營養，隨心所欲展現靈活行動力。每4粒含1，500毫克葡萄糖胺，高純度、高穩定性。添加柑橘生物類黃酮及針葉櫻桃濃縮素，補充天然植物營養素，維持生理機能。,0
692,纖維嚼片(安麗)ChewableFiberBlend,高纖助攻天天順暢每天蹲馬桶，卻常常徒勞無功？天然植物纖維促進腸道蠕動，讓你天天都順暢。13種天然植物纖維獨特配方，每錠提供1.7公克膳食纖維。含果寡醣、水溶性及非水溶性纖維。一次補充相當於一碟蔬菜的纖維，由內調整體質，促進腸道健康。,0
693,高纖隨身包(安麗)NutriFiberPowder,常在美食與曲線之間掙扎？高纖隨身包讓你享受美食，擁有健康身型！含天然水溶性纖維菊苣萃取菁華、麥芽糊精、關華豆膠。每包提供相當80顆葡萄或1公斤絲瓜的膳食纖維。零脂肪、粉狀質地，可搭配任何食物，不改變食物原味，食用更方便。,0
694,綜合消化酵素膠囊(安麗)DigestiveEnzymeComplex,消化輕鬆零負擔愛吃重口味食物，常造成漲氣不適？消化酵素幫助減輕肚子不適，消化順暢，健康零負擔。獨特9種天然酵素超強配方，一次完整補充全方位消化酵素群。獨特科技保留高效酵素活性。添加紐崔萊螺旋藻與歐芹蔬果菁華，健康加倍。,0
695,月見草琉璃苣膠囊(安麗)Women'sGLABlend,女生生理保養聖品中西合璧草本配方，舒緩女性說不出口的周期秘密，平衡體內健康，綻放好氣色。,0
696,紫錐花錠(安麗)TripleGuardEchinacea,季節交替守護健康紫錐花，印地安人的生命之花，是歐美普遍使用的保健品，季節交替時守護你的健康。選用2種紫錐花品種，萃取根、莖葉及花朵，製成紫錐花濃縮素，幫助調節生理機能。添加柑橘生物類黃酮，讓紫錐花活性成分更易被身體吸收。,0
697,好甘萃錠(安麗)Proleber,經紐崔萊科學家長達八年的苦心研究，並維持紐崔萊的嚴謹生產流程，選用東方草本白芍、甘草和西方植物葡萄籽、花椰菜四大成分萃取菁華，是忙碌現代人的調養良方。東方白芍、甘草，結合西方植物萃取菁華的葡萄籽、花椰菜。以豐富的有效成份，達到內養外護的功效。珍貴天然營養成分，可促進代謝、增強體力。,0
698,活力寶纖飲品(美樂家),足量6克膳食纖維，就像每天吃到5蔬果，更添加最佳洋車前子纖維，結合水溶性及非水溶性纖維，幫助排便順暢。,0
699,葡安素香草口味(美樂家),天然草本精華有助平衡穩定選用天然甘藷/綠茶/桂皮/桑椹葉/人蔘精華，有助調節生理機能，從根本穩定健康。豐富膳食纖維搭配優質蛋白質每份含有7公克膳食纖維，搭配10公克的優質蛋白質，可增加飽足感，幫助增強體力。吸收力來自Oligo鉻補充日常飲食的不足，幫助身體維持正常代謝。本產品為奶素。,0
700,纖倍力蔓越莓多榖餅乾(美樂家),高纖低鈉給你健康美味的優質點心！13種天然榖物、種子或果乾營養美味豐富營養搭配絕佳酥脆口感，榖香四溢，是兼具營養與美味的健康餅乾!高纖配方輕鬆補充膳食纖維每片約含有0.9公克膳食纖維，不但能增加飽足感，還有益身體健康。健康少負擔低鈉無反式脂肪低鈉更不添加防腐劑，享受美味也可以很健康!,0
701,安恬優纖蛋白-草莓(美樂家,獨特飽足配方：燕麥β-聚葡萄糖及菊糖等膳食纖維，可增加飽足感，同時促進新陳代謝，享受健康少負擔。含分離牛乳清蛋白、馬鈴薯萃取，滿足對吃的渴望，幫你對抗美食誘惑，節制不嘴饞。成人專屬配方：每份提供10公克優質蛋白質及3公克膳食纖維，熱量僅121大卡，營養均衡又好喝。本產品為奶素。,0
702,活力倍速飲(美樂家),專為運動前營養補充而設計，獨家複合配方含特殊營養比例，再搭配由紅花籽油萃取出的CLA(共軛亞麻油酸)，讓您享受健康有體力。增加您的運動效能，活力更充沛。促進新陳代謝，讓您更健康。增加體能，精神旺盛。香醇的巧克力口味，營養豐富、熱量適中，是您運動前的最佳選擇！本產品為奶素。,0
703,活力勁升蛋白飲品-香草口味(美樂家),每一份提供30公克蛋白質以及6.8公克的支鏈胺基酸(BCAA)。能在運動後提供高量複合蛋白以強健體格，快速回復體能。結合分離乳清蛋白、濃縮乳清蛋白以及酪蛋白的複合型式，能延長胺基酸的釋放與維持體內代謝的平衡。無糖，健康香濃好喝的蛋白飲品。最佳使用時間:運動後食用本品為奶素。,0
704,安恬優纖蛋白-香草口味(美樂家),獨特飽足配方：燕麥β-聚葡萄糖及菊糖等膳食纖維，可增加飽足感，同時促進新陳代謝，享受健康少負擔。含分離牛乳清蛋白、馬鈴薯萃取，滿足對吃的渴望，幫你對抗美食誘惑，節制不嘴饞。成人專屬配方：每份提供10公克優質蛋白質及3公克膳食纖維，熱量僅120.5大卡，營養均衡又好喝。本產品為奶素,0
705,活力綜合維他錠-女仕配方(美樂家),採用Oligo技術，提高吸收率，讓營養更好吸收。含13種女性必需維生素及9種礦物質，有助健康維持，加強鈣、鐵、葉酸、維生素K2，調節生理機能。好吞嚥設計：完美橢圓錠狀設計，體積縮小20%，更容易吞嚥。自然無味配方：產品無濃厚藥味，無添加人工香料，食用更安心。本產品為全素。,0
706,活力綜合維他錠-男仕配方(美樂家),採用Oligo技術，提高吸收率，讓營養更好吸收。含12種男性必需維生素及8種礦物質，有助健康維持，加強鋅、銅等微量元素，調節生理機能，為男性增強體力，更有活力好吞嚥設計：完美橢圓錠狀設計，體積縮小20%，更容易吞嚥。自然無味配方：產品無濃厚藥味，無添加人工香料，食用更安心。本產品為全素。,0
707,活力綜合維他錠-銀髮配方(美樂家),採用Oligo技術，提高吸收率，讓營養更好吸收。含13種銀髮族必需維生素及9種礦物質，加強維生素A、E等營養素，調節生理機能，營養補給，維持健康。好吞嚥設計：完美橢圓錠狀設計，體積縮小20%，更容易吞嚥。自然無味配方：產品無濃厚藥味，無添加人工香料，食用更安心。本產品為全素。,0
708,活力寶鈣錠(美樂家),採用Oligo技術，提高吸收率，讓營養更好吸收。每日4錠提供1000mg鈣質及維生素D3，增進鈣吸收，幫助骨骼及牙齒的生長發育。本產品為全素。,0
709,Oligo活力套組(美樂家),完整維生素礦物質+鈣補足營養更好吸收活力套組內含活力綜合維他錠(女仕/男仕/銀髮任一)及活力寶鈣錠各一活力綜合維他錠：每日3錠，含22種每日必需維生素及礦物質(以女仕配方為例)活力寶鈣錠：每日4錠，含每日所需1000mg鈣質/維生素D3,0
710,活力思衛錠(美樂家),擷取地中海健康飲食概念配方，含6大天然營養素，含維生素A/C/E及葡萄籽/橄欖果/番茄萃取物，提供身體完整保護力。完整保護您的健康，讓您由內而外感覺年輕健康。本產品為全素。,0
711,暢益生加強配方(美樂家),健康的消化道可以提升健康保護及維持整體健康。暢益生加強配方包含100億益生菌來自7種不同益生菌種，再加上益菌生(果寡糖)來維持消化道健康及調節生理機能。補充暢益生加強配方是一個簡單的方式，來維持消化道健康。重建消化道的菌叢平衡改變消化道中的細菌叢生態，幫助維持最佳狀態保護預防偶發性的消化不良可以幫助消化，降低不舒服的狀況發生添加果寡糖(益菌生)效果更完整除了補充益生菌，更要補充益菌生(果寡糖)。果寡糖是讓益生菌源源不絕生長的食物來源，有助好菌生長，幫助改變腸道細菌叢生態。果寡糖亦是一種膳食纖維，能維持消化健康、改善排便並強化營養吸收。一天一粒健康順暢每粒提供100億的7益菌，更採用耐酸的植物性膠囊殼，幫助提升成分穩定並順利抵達消化道，維持有效菌數。,0
712,然倍速(美樂家),均衡狀態。隨餐食用維持平衡穩定分解多餘負擔促進新陳代謝支援身體熱動能綠咖啡豆萃取物–含45%綠原酸美樂家獨特、無咖啡因萃取物，經多項研究證實有助於減緩壞因子吸收，促進新陳代謝。綠茶萃取物–無咖啡因少負擔高效、無咖啡因的綠茶萃取物，幫助代謝少負擔。辣椒素萃取物–輕鬆燃燒採用緩釋微粒科技的辣椒素萃取物，可避免灼熱不適感，能幫助代謝分解及產生熱動能。,0
713,顧衛能(美樂家),含草本舒緩精華，薑根/小茴香/洋甘菊/碳酸鈣等，能幫助消化，舒緩不舒服。每日三餐飯後各一錠，嚼碎食用，清新薄荷好口味。適合外食族、飲食作息不正常、容易緊張壓力大者。,0
714,美樂家易舒寧(美樂家),天然精純GABA，萃取自甘蔗中的麩胺酸，利用特殊乳酸菌發酵，能幫助入睡，維持好心情。含豐富完整的舒緩精華：蛇麻草精華、西番蓮花精華、薄荷葉精華，能舒活心靈、放鬆心情。本產品為奶素。,0
715,植純魚油(美樂家),結合植物固醇與Omega-3多元不飽和脂肪酸EPA、DHA，並添加CoQ10等珍貴營養素，可促進新陳代謝，維持循環健康。植物固醇經美國FDA核可，是相當安全的天然營養成分。植純魚油每6粒含2000毫克的植物固醇，相當於9顆花椰菜所含的量，提供豐富的植物固醇，幫助維護循環健康。,0
716,Omega-3深海魚油(美樂家),天天補充純淨深海魚油暢通思緒思考更靈活出色Omega-3維持思緒/多方面健康多年來，omega-3已有多篇研究證實有益於循環健康，近年來研究更發現omega-3(長鏈脂肪酸)也有益於提升認知健康及有益思緒健康、提升理性。市售高含量1220毫克Omega-3健康成人每天需攝取1400毫克Omega-3，透過海鮮類攝取可能無法滿足，需每天吃到至少4份才足夠。透過魚油營養補充品是更簡單有效的選擇。補充Omega-3深海魚油可獲取所有omega-3的健康益處，而且不會有魚腥味。,0
717,艾薇爾(美樂家),溫和滋補幫女人調理健康氣色Oligo包覆技術提升鋅/鎂吸收率。鋅/鎂更是人體必需微量元素，維持健康機能。每份含50mg大豆異黃酮，補充女性流失的青春元素，維持健康。亞麻仁萃取富含多元不飽和脂肪酸，可協同大豆異黃酮，幫助調理女性健康。甘草萃取珍貴漢方滋補元素，提供女性所需營養，同時調理熟齡期女性健康。,0
718,寶維適CV(美樂家),美國獨家專利配方，結合前花色?基素、白藜蘆醇、槲黃素及綠茶萃取物等天然成分，並添加獨特綜合酵素，可調節生理機能，維持循環健康。採用新鮮葡萄萃取，以獨家技術保留豐富的生物類黃酮與前花色?基素，不使用二氧化硫最安心。,0
719,寶康適(美樂家),含洛神花、朝鮮薊、卵磷脂、五味子、薑黃等多種草本植物精華。可幫您化解忙碌與壓力所造成的身體負擔，給您健康煥采好氣色！台灣專屬配方，複方設計，全方位照顧您的健康，讓您活力充沛，精采無限！本產品為全素。,0
720,寶維適Plus(美樂家),寶維適Plus配方全新升級，提供更多的葡萄籽及葡萄皮萃取物、檸檬萃取物、山桑果萃取物、葉酸及維生素E，新配方只需要每日1粒，而且升級不加價！運用獨特技術保留生物類黃酮及前花色?基素，更添加葉酸及維生素E，加強基礎循環，天天給您好氣色。本產品為全素。,0
721,愛維健+B群補給飲-蘋果蔓越莓口味-SV(美樂家),愛維健加滿保護力每份含550mg維生素C含維生素C/E等抗氧化營養素，幫助提升換季保護力更添加紫錐菊、黃耆等複合草本精華，強化健康戰力B群補給飲加滿好體力每瓶含8種維生素B8種維生素B群，更添加BCAA快快補充流失能量添加蘋果汁/蔓越莓萃取，酸甜好喝；低卡/無咖啡因，一整天好精神,0
722,紳體力行(美樂家),幫助男性順暢強身Oligo升級配方吸收率領先市售Oligo獨特包覆技術提升礦物質鋅、硒的吸收率，鋅維持男性生理機能，幫助順暢，有活力。天然植物精華健康保護更完整含天然植萃的南瓜籽/蕃茄紅素/檸檬等健康保護成份，維持男性生理機能，有助健康維持。,0
723,勁捷能(美樂家),採用美國專利配方，每份含有1500mg來自天然蝦殼與蟹殼中的葡萄糖胺，並添加薑根萃取物、綠茶萃取物、鳳梨酵素及木瓜酵素，可幫助活動順暢，是您維持生活品質的最佳選擇。,0
724,勁捷能加強配方飲品(美樂家),每份含有1530mg蝦、蟹殼萃取的葡萄糖胺，更新添加靈活必備的軟骨素及MSM(甲基硫醯基甲烷)，幫助肢體律動靈活、順暢，無論是日常活動，如買菜、散步或外出旅遊、健身，讓你走到哪都自如。天然草本精華及綜合植物酵素，薑根/薑黃/鳳梨酵素/綠茶萃取物等，幫助舒緩。結合Oligo獨家包覆科技，大幅提高礦物質錳吸收率。檸檬口味健康好喝。,0
725,愛維健健康C(美樂家),每份含黃耆、維生素C+E+鋅及西印度櫻桃等天然成分，和愛維健同樣經科學實證，能喚醒體內保護能量，增強體力、滋補強身。結合Oligo獨家包覆科技，大幅提高礦物質鋅的吸收率，同時保護維生素C、E不受破壞。單份隨身包設計，方便隨時隨地沖泡飲用，柳橙口味好喝又健康。本產品為全素。,0
726,熊寶寶營養補充飲品-牛奶巧克力口味(美樂家),滿足全家營養需求，天天有活力Oligo包覆技術，讓營養吸收更好20種維生素礦物質/蛋白質/纖維，高營養價值低熱量、少負擔，香濃口感美味更升級本產品為奶素。,0
727,膠原彈力美容飲品(美樂家),萃取自法國深海魚，高含量、小分子、好吸收，全面補充失去的膠原、珍貴深海膠原︱高效吸收：每瓶膠原飲品約需9條深海魚才能完成。4大美肌植萃︱提升紅潤氣色：新添加巴西人蔘萃取，養顏美容。4大保護︱提升青春亮采：新添加鮪魚萃取(含L-卡尼汀)，幫助維持青春能量，亮麗美顏。,0
